"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.834451132E2,6.498301389E1,2.551383089E1,1.437555425E1,1.940000057E0,2.593999939E2,3.790092468E0,2.535101891E0
1.844453811E2,6.498301209E1,2.551378936E1,1.482337299E1,1.950000048E0,2.612999878E2,3.790092468E0,2.780328751E0
1.854454434E2,6.498300909E1,2.551374627E1,1.499293155E1,1.960000038E0,2.578999939E2,3.790092468E0,2.500000000E0
1.864457638E2,6.498300686E1,2.551370687E1,1.570216319E1,1.899999976E0,2.595000000E2,3.790092468E0,2.572815180E0
1.874458345E2,6.498300462E1,2.551366978E1,1.580830614E1,1.899999976E0,2.595000000E2,3.790092468E0,2.560439110E0
1.884449994E2,6.498300214E1,2.551363234E1,1.567128485E1,1.909999967E0,2.562999878E2,3.790092468E0,2.654765129E0
1.894449868E2,6.498299973E1,2.551359276E1,1.539638549E1,1.889999986E0,2.563999939E2,3.790092468E0,2.565108538E0
1.904451924E2,6.498299769E1,2.551355311E1,1.522195035E1,1.929999948E0,2.588999939E2,3.790092468E0,2.500000000E0
1.914452575E2,6.498299396E1,2.551351325E1,1.502834863E1,1.980000019E0,2.538999939E2,3.790092468E0,2.500000000E0
1.924454551E2,6.498298921E1,2.551347506E1,1.511636197E1,1.929999948E0,2.503000031E2,3.790092468E0,2.500000000E0
1.934456214E2,6.498298502E1,2.551343500E1,1.532296738E1,1.970000029E0,2.493999939E2,3.790092468E0,2.500000000E0
1.944457532E2,6.498298149E1,2.551339288E1,1.547091888E1,1.970000029E0,2.536000061E2,3.790092468E0,2.712764025E0
1.954449505E2,6.498297735E1,2.551335230E1,1.544302733E1,1.899999976E0,2.508999939E2,3.790092468E0,2.500000000E0
1.964458128E2,6.498297168E1,2.551331230E1,1.542166506E1,1.850000024E0,2.506000061E2,3.790092468E0,2.500000000E0
1.974449283E2,6.498296517E1,2.551327286E1,1.557956219E1,1.909999967E0,2.523000031E2,3.790092468E0,2.500000000E0
1.984452004E2,6.498295771E1,2.551323625E1,1.573275837E1,1.889999986E0,2.466999969E2,3.790092468E0,2.618943214E0
1.994454742E2,6.498295242E1,2.551319675E1,1.570163075E1,1.929999948E0,2.536000061E2,3.790092468E0,2.725478411E0
2.004453238E2,6.498294644E1,2.551315863E1,1.555343689E1,1.950000048E0,2.526999969E2,3.790092468E0,2.585429430E0
2.014451675E2,6.498293987E1,2.551312232E1,1.552218561E1,1.889999986E0,2.501999969E2,3.790092468E0,2.500000000E0
2.024449527E2,6.498293297E1,2.551308815E1,1.562533315E1,1.919999957E0,2.465000000E2,3.790092468E0,2.500000000E0
2.034449544E2,6.498292629E1,2.551305581E1,1.529793867E1,1.929999948E0,2.473999939E2,3.790092468E0,2.500000000E0
2.044450260E2,6.498291998E1,2.551302383E1,1.528408208E1,1.870000005E0,2.473999939E2,3.790092468E0,2.500000000E0
2.054452334E2,6.498291306E1,2.551298818E1,1.534035480E1,1.909999967E0,2.471000061E2,3.790092468E0,2.500000000E0
2.064454250E2,6.498290699E1,2.551295009E1,1.544325948E1,1.909999967E0,2.488000031E2,3.790092468E0,2.500000000E0
2.074454385E2,6.498290046E1,2.551291350E1,1.564211081E1,1.830000043E0,2.478000031E2,3.790092468E0,2.500000000E0
2.084456980E2,6.498289557E1,2.551287661E1,1.536849055E1,1.879999995E0,2.493000031E2,3.790092468E0,2.500000000E0
2.094458213E2,6.498289117E1,2.551283975E1,1.532027357E1,1.870000005E0,2.506000061E2,3.790092468E0,2.500000000E0
2.104453011E2,6.498288525E1,2.551280100E1,1.537386207E1,1.909999967E0,2.498999939E2,3.790092468E0,2.500000000E0
2.114453092E2,6.498287848E1,2.551276233E1,1.567500838E1,1.960000038E0,2.475000000E2,3.790092468E0,2.500000000E0
2.124450038E2,6.498287221E1,2.551272206E1,1.583553036E1,1.929999948E0,2.503999939E2,3.790092468E0,2.500000000E0
2.134450444E2,6.498286695E1,2.551268303E1,1.610347498E1,1.879999995E0,2.506000061E2,3.790092468E0,2.500000000E0
2.144450347E2,6.498286161E1,2.551264338E1,1.591505974E1,1.919999957E0,2.531000061E2,3.790092468E0,2.500000000E0
2.154451556E2,6.498285568E1,2.551260414E1,1.613673912E1,1.940000057E0,2.531999969E2,3.790092468E0,2.500000000E0
2.164451548E2,6.498285034E1,2.551256596E1,1.571907565E1,1.940000057E0,2.558999939E2,3.790092468E0,2.500000000E0
2.174451546E2,6.498284458E1,2.551252553E1,1.559041354E1,1.929999948E0,2.536999969E2,3.790092468E0,2.500000000E0
2.184454921E2,6.498284035E1,2.551248650E1,1.538613011E1,1.850000024E0,2.587999878E2,3.790092468E0,2.500000000E0
2.194453525E2,6.498283700E1,2.551244529E1,1.529110071E1,1.909999967E0,2.608999939E2,3.790092468E0,2.500000000E0
2.204452315E2,6.498283331E1,2.551240412E1,1.525857098E1,1.909999967E0,2.632999878E2,3.790092468E0,2.500000000E0
2.214452180E2,6.498282908E1,2.551236523E1,1.519949017E1,1.940000057E0,2.601000061E2,3.790092468E0,2.500000000E0
2.224450441E2,6.498282548E1,2.551232659E1,1.537112279E1,1.870000005E0,2.600000000E2,3.790092468E0,2.500000000E0
2.234450432E2,6.498282352E1,2.551228700E1,1.521963693E1,1.889999986E0,2.628999939E2,3.790092468E0,2.500000000E0
2.244458478E2,6.498282415E1,2.551224546E1,1.551328312E1,1.929999948E0,2.702999878E2,3.790092468E0,2.500000000E0
2.254457735E2,6.498282446E1,2.551220389E1,1.545127715E1,1.950000048E0,2.675000000E2,3.790092468E0,2.500000000E0
2.264454366E2,6.498282748E1,2.551216087E1,1.539922261E1,1.940000057E0,2.733999939E2,3.790092468E0,2.500000000E0
2.274457279E2,6.498282857E1,2.551211787E1,1.510272048E1,1.990000010E0,2.658999939E2,3.790092468E0,2.500000000E0
2.284454425E2,6.498283278E1,2.551207917E1,1.473511471E1,1.919999957E0,2.718999939E2,3.790092468E0,2.500000000E0
2.294458503E2,6.498283752E1,2.551203713E1,1.513844492E1,1.950000048E0,2.747000122E2,3.790092468E0,2.500000000E0
2.304455686E2,6.498284155E1,2.551199608E1,1.517214544E1,1.919999957E0,2.753999939E2,3.790092468E0,2.500000000E0
2.314456925E2,6.498284658E1,2.551195293E1,1.525723877E1,1.970000029E0,2.791000061E2,3.790092468E0,2.500000000E0
2.324453160E2,6.498285153E1,2.551191136E1,1.528318874E1,1.950000048E0,2.796000061E2,3.790092468E0,2.500000000E0
2.334450515E2,6.498285649E1,2.551187129E1,1.501812290E1,1.919999957E0,2.787999878E2,3.790092468E0,2.500000000E0
2.344448636E2,6.498286023E1,2.551183179E1,1.500342207E1,1.899999976E0,2.787000122E2,3.790092468E0,2.500000000E0
2.354457992E2,6.498286378E1,2.551179340E1,1.510230735E1,1.919999957E0,2.785000000E2,3.790092468E0,2.500000000E0
2.364453087E2,6.498286749E1,2.551175573E1,1.524989873E1,1.950000048E0,2.815000000E2,3.790092468E0,2.500000000E0
2.374451732E2,6.498286978E1,2.551171666E1,1.528036252E1,1.919999957E0,2.787000122E2,3.790092468E0,2.500000000E0
2.384449511E2,6.498287263E1,2.551167817E1,1.510342930E1,1.950000048E0,2.807000122E2,3.790092468E0,2.500000000E0
2.394458027E2,6.498287543E1,2.551163903E1,1.523325880E1,1.919999957E0,2.791000061E2,3.790092468E0,2.500000000E0
2.404458739E2,6.498287809E1,2.551159978E1,1.535619122E1,1.929999948E0,2.777999878E2,3.790092468E0,2.500000000E0
2.414455382E2,6.498288019E1,2.551155873E1,1.537206770E1,1.870000005E0,2.772999878E2,3.790092468E0,2.500000000E0
2.424453802E2,6.498288180E1,2.551151767E1,1.539661072E1,1.889999986E0,2.796000061E2,3.790092468E0,2.500000000E0
2.434450197E2,6.498288478E1,2.551147826E1,1.551301269E1,1.860000014E0,2.802999878E2,3.790092468E0,2.500000000E0
2.444456492E2,6.498288747E1,2.551144033E1,1.541988051E1,1.850000024E0,2.797999878E2,3.790092468E0,2.500000000E0
2.454458182E2,6.498288972E1,2.551139929E1,1.534206816E1,1.870000005E0,2.807000122E2,3.790092468E0,2.500000000E0
2.464455393E2,6.498289200E1,2.551135946E1,1.538266388E1,1.850000024E0,2.816000061E2,3.790092468E0,2.500000000E0
2.474456575E2,6.498289615E1,2.551132087E1,1.528593206E1,1.889999986E0,2.830000000E2,3.790092468E0,2.500000000E0
2.484450442E2,6.498289998E1,2.551128261E1,1.517491767E1,1.909999967E0,2.811000061E2,3.790092468E0,2.500000000E0
2.494450386E2,6.498290348E1,2.551124450E1,1.528271400E1,1.909999967E0,2.820000000E2,3.790092468E0,2.500000000E0
2.504458993E2,6.498290746E1,2.551120373E1,1.572803553E1,1.919999957E0,2.836000061E2,3.790092468E0,2.500000000E0
2.514450287E2,6.498291049E1,2.551116326E1,1.565333661E1,1.879999995E0,2.812000122E2,3.790092468E0,2.500000000E0
2.524455372E2,6.498291411E1,2.551112258E1,1.564058895E1,1.860000014E0,2.837000122E2,3.790092468E0,2.500000000E0
2.534454165E2,6.498291839E1,2.551108158E1,1.600693130E1,1.870000005E0,2.848999939E2,3.790092468E0,2.500000000E0
2.544454208E2,6.498292192E1,2.551104100E1,1.606766987E1,1.889999986E0,2.831000061E2,3.790092468E0,2.500000000E0
2.554455596E2,6.498292499E1,2.551100190E1,1.623998009E1,1.809999943E0,2.852000122E2,3.790092468E0,2.500000000E0
2.564450407E2,6.498292926E1,2.551096241E1,1.629803365E1,1.870000005E0,2.867999878E2,3.790092468E0,2.500000000E0
2.574450438E2,6.498293683E1,2.551092701E1,1.631214440E1,1.840000033E0,2.940000000E2,3.790092468E0,2.500000000E0
2.584458312E2,6.498294652E1,2.551089486E1,1.641848080E1,1.799999952E0,3.027999878E2,3.790092468E0,2.500000000E0
2.594450362E2,6.498296016E1,2.551087152E1,1.618943150E1,1.809999943E0,3.153999939E2,3.790092468E0,2.500000000E0
2.604453724E2,6.498298041E1,2.551087010E1,1.555627164E1,2.069999933E0,3.471000061E2,3.790092468E0,2.500000000E0
2.614456411E2,6.498300341E1,2.551088325E1,1.515724325E1,2.359999895E0,2.099999905E0,3.790092468E0,2.500000000E0
2.624457728E2,6.498302565E1,2.551089847E1,1.497281350E1,2.420000076E0,9.100000381E0,3.790092468E0,2.500000000E0
2.634449657E2,6.498304815E1,2.551091523E1,1.506743653E1,2.490000010E0,1.039999962E1,3.790092468E0,2.500000000E0
2.644449944E2,6.498307020E1,2.551093349E1,1.491797935E1,2.450000048E0,1.250000000E1,3.790092468E0,2.500000000E0
2.654456249E2,6.498309221E1,2.551095513E1,1.442867794E1,2.460000038E0,1.489999962E1,3.790092468E0,2.500000000E0
2.664456135E2,6.498311684E1,2.551097638E1,1.452897860E1,2.670000076E0,1.230000019E1,3.790092468E0,2.500000000E0
2.674453281E2,6.498314164E1,2.551099425E1,1.436505868E1,2.650000095E0,1.239999962E1,3.790092468E0,2.500000000E0
2.684454217E2,6.498316382E1,2.551101111E1,1.380965698E1,2.299999952E0,1.230000019E1,3.790092468E0,2.500000000E0
2.694456391E2,6.498318491E1,2.551102553E1,1.384287765E1,2.369999886E0,1.250000000E1,3.790092468E0,2.500000000E0
2.704458524E2,6.498320753E1,2.551104119E1,1.399902436E1,2.559999943E0,1.219999981E1,3.790092468E0,2.500000000E0
2.714456049E2,6.498322685E1,2.551105421E1,1.321638665E1,2.160000086E0,1.339999962E1,3.790092468E0,2.500000000E0
2.724458660E2,6.498324958E1,2.551106908E1,1.359305359E1,2.609999895E0,1.250000000E1,3.790092468E0,2.500000000E0
2.734450334E2,6.498327331E1,2.551108355E1,1.377483625E1,2.599999905E0,1.260000038E1,3.790092468E0,2.500000000E0
2.744452874E2,6.498329487E1,2.551109837E1,1.347089910E1,2.390000105E0,1.500000000E1,3.790092468E0,2.500000000E0
2.754456095E2,6.498331558E1,2.551111224E1,1.319314537E1,2.269999981E0,1.360000038E1,3.790092468E0,2.500000000E0
2.764451349E2,6.498333743E1,2.551112631E1,1.347404744E1,2.369999886E0,1.419999981E1,3.790092468E0,2.500000000E0
2.774452023E2,6.498336003E1,2.551114194E1,1.335864874E1,2.440000057E0,1.480000019E1,3.790092468E0,2.500000000E0
2.784456598E2,6.498338346E1,2.551115753E1,1.372268195E1,2.529999971E0,1.629999924E1,3.790092468E0,2.500000000E0
2.794455057E2,6.498340737E1,2.551117068E1,1.415000939E1,2.609999895E0,1.400000000E1,3.790092468E0,2.500000000E0
2.804453801E2,6.498343060E1,2.551118206E1,1.455518067E1,2.450000048E0,1.289999962E1,3.790092468E0,2.502876043E0
2.814450546E2,6.498345364E1,2.551119416E1,1.471511243E1,2.559999943E0,1.280000019E1,3.790092468E0,2.500000000E0
2.824459244E2,6.498347706E1,2.551120472E1,1.503929034E1,2.539999962E0,1.080000019E1,3.790092468E0,2.570431948E0
2.834458133E2,6.498350125E1,2.551121420E1,1.521490953E1,2.589999914E0,9.100000381E0,3.790092468E0,2.546226025E0
2.844449848E2,6.498352497E1,2.551122379E1,1.512172945E1,2.410000086E0,9.000000000E0,3.790092468E0,2.500000000E0
2.854452840E2,6.498354868E1,2.551123732E1,1.509666408E1,2.450000048E0,1.319999981E1,3.790092468E0,2.573557854E0
2.864458948E2,6.498357029E1,2.551124915E1,1.403619660E1,2.160000086E0,9.899999619E0,3.790092468E0,2.500000000E0
2.874450537E2,6.498359133E1,2.551125807E1,1.359438132E1,2.170000076E0,1.110000038E1,3.790092468E0,2.500000000E0
2.884452220E2,6.498361519E1,2.551127014E1,1.380021228E1,2.559999943E0,1.300000000E1,3.790092468E0,2.500000000E0
2.894455778E2,6.498363924E1,2.551128179E1,1.401593115E1,2.529999971E0,1.339999962E1,3.790092468E0,2.500000000E0
2.904450501E2,6.498366508E1,2.551129526E1,1.446346297E1,2.700000048E0,1.250000000E1,3.790092468E0,2.500000000E0
2.914449578E2,6.498369152E1,2.551130879E1,1.495573409E1,2.700000048E0,1.280000019E1,3.790092468E0,2.647529125E0
2.924457751E2,6.498371757E1,2.551132497E1,1.570691565E1,2.700000048E0,1.550000000E1,3.790092468E0,2.635575771E0
2.934457011E2,6.498374295E1,2.551134543E1,1.611788606E1,2.730000019E0,1.829999924E1,3.790092468E0,2.500000000E0
2.944455504E2,6.498376709E1,2.551137052E1,1.624125707E1,2.730000019E0,2.029999924E1,3.790092468E0,2.500000000E0
2.954458116E2,6.498378863E1,2.551139455E1,1.521667660E1,2.460000038E0,2.310000038E1,3.790092468E0,2.500000000E0
2.964453004E2,6.498381149E1,2.551142011E1,1.513185545E1,2.730000019E0,2.339999962E1,3.790092468E0,2.500000000E0
2.974449872E2,6.498383462E1,2.551144657E1,1.495670239E1,2.720000029E0,2.400000000E1,3.790092468E0,2.500000000E0
2.984456294E2,6.498385852E1,2.551147538E1,1.479564887E1,2.819999933E0,2.500000000E1,3.790092468E0,2.500000000E0
2.994451533E2,6.498387978E1,2.551149908E1,1.376374396E1,2.480000019E0,2.289999962E1,3.790092468E0,2.500000000E0
3.004450264E2,6.498389911E1,2.551152233E1,1.376967914E1,2.420000076E0,2.510000038E1,3.790092468E0,2.500000000E0
3.014456300E2,6.498392043E1,2.551154632E1,1.389139975E1,2.660000086E0,2.439999962E1,3.790092468E0,2.500000000E0
3.024454409E2,6.498394469E1,2.551156976E1,1.427087460E1,2.859999895E0,2.320000076E1,3.790092468E0,2.500000000E0
3.034453404E2,6.498396782E1,2.551158902E1,1.430385238E1,2.650000095E0,2.129999924E1,3.790092468E0,2.500000000E0
3.044454414E2,6.498398982E1,2.551160774E1,1.448935604E1,2.680000067E0,2.100000000E1,3.790092468E0,2.500000000E0
3.054453879E2,6.498401072E1,2.551162815E1,1.435839118E1,2.579999924E0,2.220000076E1,3.790092468E0,2.500000000E0
3.064451939E2,6.498403175E1,2.551165077E1,1.444129334E1,2.609999895E0,2.289999962E1,3.790092468E0,2.500000000E0
3.074451837E2,6.498405332E1,2.551167450E1,1.452157134E1,2.680000067E0,2.310000038E1,3.790092468E0,2.500000000E0
3.084456348E2,6.498407498E1,2.551169731E1,1.434190082E1,2.619999886E0,2.329999924E1,3.790092468E0,2.500000000E0
3.094454607E2,6.498409698E1,2.551171779E1,1.431011909E1,2.670000076E0,2.110000038E1,3.790092468E0,2.500000000E0
3.104454715E2,6.498411737E1,2.551174035E1,1.392988591E1,2.599999905E0,2.679999924E1,3.790092468E0,2.500000000E0
3.114453322E2,6.498414003E1,2.551176475E1,1.437484988E1,2.789999962E0,2.429999924E1,3.790092468E0,2.500000000E0
3.124450534E2,6.498416369E1,2.551178497E1,1.470226162E1,2.619999886E0,2.200000000E1,3.790092468E0,2.500000000E0
3.134458326E2,6.498418775E1,2.551180486E1,1.488691254E1,2.720000029E0,2.129999924E1,3.790092468E0,2.500000000E0
3.144450330E2,6.498421049E1,2.551182345E1,1.473953116E1,2.519999981E0,2.139999962E1,3.790092468E0,2.500000000E0
3.154457139E2,6.498423235E1,2.551184319E1,1.472294716E1,2.549999952E0,2.160000038E1,3.790092468E0,2.500000000E0
3.164454449E2,6.498425451E1,2.551186416E1,1.497986181E1,2.579999924E0,2.250000000E1,3.790092468E0,2.500000000E0
3.174456737E2,6.498427572E1,2.551188652E1,1.479768849E1,2.519999981E0,2.420000076E1,3.790092468E0,2.500000000E0
3.184452839E2,6.498429797E1,2.551190923E1,1.465647067E1,2.680000067E0,2.229999924E1,3.790092468E0,2.500000000E0
3.194452444E2,6.498432135E1,2.551192948E1,1.466143342E1,2.730000019E0,2.129999924E1,3.790092468E0,2.500000000E0
3.204451564E2,6.498434574E1,2.551195012E1,1.443586726E1,2.809999943E0,1.970000076E1,3.790092468E0,2.500000000E0
3.214457316E2,6.498436918E1,2.551197209E1,1.431656226E1,2.700000048E0,2.139999962E1,3.790092468E0,2.500000000E0
3.224450574E2,6.498439225E1,2.551199306E1,1.413933469E1,2.700000048E0,2.200000000E1,3.790092468E0,2.500000000E0
3.234456018E2,6.498441566E1,2.551201596E1,1.439094018E1,2.779999971E0,2.270000076E1,3.790092468E0,2.500000000E0
3.244458676E2,6.498443991E1,2.551204113E1,1.478243873E1,2.900000095E0,2.270000076E1,3.790092468E0,2.500000000E0
3.254456382E2,6.498446276E1,2.551206520E1,1.475023008E1,2.740000010E0,2.310000038E1,3.790092468E0,2.500000000E0
3.264450281E2,6.498448617E1,2.551208881E1,1.483258499E1,2.789999962E0,2.260000038E1,3.790092468E0,2.500000000E0
3.274456094E2,6.498450868E1,2.551211268E1,1.430373299E1,2.579999924E0,2.370000076E1,3.790092468E0,2.500000000E0
3.284454531E2,6.498453151E1,2.551214217E1,1.453385271E1,2.740000010E0,2.789999962E1,3.790092468E0,2.500000000E0
3.294453594E2,6.498455323E1,2.551217565E1,1.447997431E1,2.700000048E0,3.200000000E1,3.790092468E0,2.500000000E0
3.304454423E2,6.498457603E1,2.551221363E1,1.451673352E1,2.869999886E0,3.520000076E1,3.790092468E0,2.500000000E0
3.314458834E2,6.498459900E1,2.551225235E1,1.477547765E1,2.859999895E0,3.570000076E1,3.790092468E0,2.500000000E0
3.324449536E2,6.498462179E1,2.551228833E1,1.507413897E1,2.849999905E0,3.370000076E1,3.790092468E0,2.500000000E0
3.334456262E2,6.498464495E1,2.551231874E1,1.532165390E1,2.859999895E0,2.870000076E1,3.790092468E0,2.500000000E0
3.344456478E2,6.498466797E1,2.551234261E1,1.560017541E1,2.730000019E0,2.420000076E1,3.790092468E0,2.500000000E0
3.354458130E2,6.498468992E1,2.551236531E1,1.577182354E1,2.670000076E0,2.320000076E1,3.790092468E0,2.500000000E0
3.364452199E2,6.498471183E1,2.551239218E1,1.562401307E1,2.829999924E0,2.800000000E1,3.790092468E0,2.500000000E0
3.374454830E2,6.498472810E1,2.551242551E1,1.563549832E1,2.430000067E0,4.170000076E1,3.790092468E0,2.500000000E0
3.384450128E2,6.498473491E1,2.551247093E1,1.531048644E1,2.380000114E0,6.969999695E1,3.790092468E0,2.500000000E0
3.394450409E2,6.498472848E1,2.551252460E1,1.430308823E1,2.529999971E0,1.013000031E2,3.790092468E0,2.500000000E0
3.404455690E2,6.498471308E1,2.551257678E1,1.385665607E1,2.769999981E0,1.150000000E2,3.790092468E0,2.500000000E0
3.414453270E2,6.498469724E1,2.551263099E1,1.352326034E1,2.910000086E0,1.170999985E2,3.790092468E0,2.500000000E0
3.424450475E2,6.498468421E1,2.551268363E1,1.326426926E1,2.720000029E0,1.148000031E2,3.790092468E0,2.500000000E0
3.434458430E2,6.498467287E1,2.551273761E1,1.330068972E1,2.769999981E0,1.146999969E2,3.790092468E0,2.500000000E0
3.444450471E2,6.498466178E1,2.551279173E1,1.342774760E1,2.809999943E0,1.145999985E2,3.790092468E0,2.500000000E0
3.454458360E2,6.498465058E1,2.551284336E1,1.341155620E1,2.730000019E0,1.145999985E2,3.790092468E0,2.500000000E0
3.464456398E2,6.498463956E1,2.551289304E1,1.343778465E1,2.789999962E0,1.145000000E2,3.790092468E0,2.500000000E0
3.474459095E2,6.498462854E1,2.551294336E1,1.355361262E1,2.750000000E0,1.151999969E2,3.790092468E0,2.500000000E0
3.484455103E2,6.498461696E1,2.551299403E1,1.370569491E1,2.759999990E0,1.158000031E2,3.790092468E0,2.500000000E0
3.494449834E2,6.498460558E1,2.551304365E1,1.390031903E1,2.740000010E0,1.150999985E2,3.790092468E0,2.500000000E0
3.504453293E2,6.498459442E1,2.551309313E1,1.410708937E1,2.720000029E0,1.149000015E2,3.790092468E0,2.500000000E0
3.514454039E2,6.498458415E1,2.551314354E1,1.421290825E1,2.670000076E0,1.135000000E2,3.790092468E0,2.500000000E0
3.524450366E2,6.498457555E1,2.551319585E1,1.410748575E1,2.640000105E0,1.125999985E2,3.790092468E0,2.500000000E0
3.534458488E2,6.498456848E1,2.551325007E1,1.407646627E1,2.630000114E0,1.105000000E2,3.790092468E0,2.500000000E0
3.544454374E2,6.498456277E1,2.551330754E1,1.385105065E1,2.710000038E0,1.059000015E2,3.790092468E0,2.500000000E0
3.554453631E2,6.498455843E1,2.551336754E1,1.367086300E1,2.769999981E0,1.015999985E2,3.790092468E0,2.500000000E0
3.564455612E2,6.498455579E1,2.551342614E1,1.325264000E1,2.700000048E0,9.850000000E1,3.790092468E0,2.500000000E0
3.574451410E2,6.498455487E1,2.551348536E1,1.317810747E1,2.730000019E0,9.369999695E1,3.790092468E0,2.500000000E0
3.584458640E2,6.498455599E1,2.551354301E1,1.303869665E1,2.710000038E0,8.940000153E1,3.790092468E0,2.500000000E0
3.594454339E2,6.498455826E1,2.551360029E1,1.295629378E1,2.720000029E0,8.690000153E1,3.790092468E0,2.500000000E0
3.604454547E2,6.498456072E1,2.551365818E1,1.280437196E1,2.660000086E0,8.600000000E1,3.790092468E0,2.500000000E0
3.614449331E2,6.498456287E1,2.551371652E1,1.278892441E1,2.680000067E0,8.569999695E1,3.790092468E0,2.500000000E0
3.624458273E2,6.498456558E1,2.551377382E1,1.282316012E1,2.720000029E0,8.519999695E1,3.790092468E0,2.500000000E0
3.634453789E2,6.498456778E1,2.551383114E1,1.275705357E1,2.720000029E0,8.500000000E1,3.790092468E0,2.500000000E0
3.644451218E2,6.498457008E1,2.551388769E1,1.272769037E1,2.730000019E0,8.400000000E1,3.790092468E0,2.500000000E0
3.654451627E2,6.498457212E1,2.551394435E1,1.276613698E1,2.630000114E0,8.509999847E1,3.790092468E0,2.500000000E0
3.664451768E2,6.498457434E1,2.551399660E1,1.270967466E1,2.490000010E0,8.559999847E1,3.790092468E0,2.500000000E0
3.674457822E2,6.498457670E1,2.551405129E1,1.259797534E1,2.569999933E0,8.590000153E1,3.790092468E0,2.500000000E0
3.684458699E2,6.498457902E1,2.551409934E1,1.255866455E1,2.210000038E0,8.500000000E1,3.790092468E0,2.500000000E0
